,user_id,fl_approved
253,042193aa-a6d2-41b2-9ad2-1ebb23417967,1
254,0421a4ed-9eca-4832-964f-d17e1099e15b,0
255,04242c2e-dc5a-4c0c-9d89-3c53b91fa973,1
256,042747db-4dce-448f-aeb0-dd79b2408182,1
257,0429af97-22ff-42b5-a2ce-293d8c284856,1
258,04306ce0-1002-4ac3-815e-256162876007,1
259,04310ee8-d87e-4544-8315-37869addf6ec,1
260,0433b614-efd8-44d4-9f3c-7c12b13c1224,1
261,043c5198-bf8c-42ed-b99d-c361bb05951e,0
262,043cf09d-6ddb-472e-918d-c57fb7301bb9,1
263,0442ac06-006d-4be1-a177-d47f34f55102,0
264,0445e894-9eff-43ff-a841-9164c37ec7e4,1
265,044f6a71-3672-44e0-b386-1cd94e9a3467,1
266,04516fbd-e636-452c-a99d-c5c46e081514,1
267,045505ef-dc6c-4bc2-885a-107c865f0cf8,0
268,045b6339-16fc-40b3-9895-4960815a2644,0
269,045b94e6-c31c-45ae-8cb1-bdcbe16d2570,1
270,045bdbe0-da12-4361-bd9b-c12b280edf77,1
271,045e885b-c4b3-4cf2-a6f2-18d91c2ef940,1
272,04633d79-48fc-4654-925e-0419ff452a9f,0
273,04641518-77be-4b77-bf4a-a5b7913024a4,1
274,04651ac7-5612-4c81-91a7-11327445e7a1,1
275,046a312e-1389-4ee1-b197-d15fef0d255a,0
276,046b4a66-196d-4266-9afd-a90a81286f57,0
277,046ea403-872d-4067-9da5-027a357cac89,1
278,0472e27e-cde8-496a-80d8-6f34c5d1fac5,0
279,0477d698-6274-4fff-b9e6-35faf5b66daf,1
280,047df71b-6a9e-40d7-9861-3962059c6c28,0
281,047f9cfd-2050-4353-a3ad-0326cec958f5,1
282,047fe411-c32d-43dc-bb37-991fa4c90aae,1
283,0485baa6-721d-49a7-a812-d1bb7884db85,0
284,048e616e-d0f0-451d-bd0e-cb50f01022dc,1
285,048f60a3-59bd-41bc-9346-bdb079192766,1
286,0495264a-0a0f-480a-8dbc-ab23a872af10,0
287,049b8088-a9ab-4327-b401-2511ea33a2c1,0
288,04a16196-b93d-4988-8977-70c819de7c56,0
289,04a198a4-afc6-4d0d-8928-b1389765fba9,1
290,04a2d07e-bb8a-413b-9e5b-dbfd2a8754b5,1
291,04a2d2e0-6179-42a8-abec-b79d681e89be,1
292,04a387b1-8ffe-4d30-8ecc-53cabeaad94e,1
293,04a4de41-9cf0-4368-97b5-66c0a1727e10,1
294,04a57c24-75be-47ed-8e07-a886498bb0b4,1
295,04a87f00-0192-45a0-9cd1-8ea6ef00f663,1
296,04aa16ca-c893-4607-bb52-93718ecdf60e,1
297,04abc800-5432-488d-abc7-1337b4af04e6,1
298,04ad7e46-4153-4771-9237-b996f4b21fea,0
299,04b26636-98cb-4a3a-a877-bcac1f1d3caf,1
300,04b81638-0dc8-4543-8cef-a4354227afad,0
301,04b82689-6417-446f-ab7c-1614c53b699a,1
302,04c027d4-e207-4615-8bcb-47aad58a0bb6,1
303,04ceafc1-838e-4b4a-9554-51947ac7a087,1
304,04ceb9db-4d68-472a-9705-d9d6515c11d1,1
305,04e24c39-7fa0-4b84-b1a3-6e0ec6ab09e5,1
306,04ee546c-cf6f-4547-880f-4bfd586869a1,0
307,04f6c73b-931e-4d98-b61b-c670df8fb7a8,1
308,04f9c5a2-ea41-42cc-98ad-da29d8a45a71,1
309,04f9f2bc-9cb2-4a61-87a6-9b97568d6455,0
310,05036894-26fa-4e6c-ac86-112fb4620cdb,0
311,0504a631-2ce3-44ce-8264-90582afa56ec,1
312,0505329b-9488-4bd8-860e-1d324a041be8,1
313,05069073-c8db-4ec8-a82d-9dc828a1153b,1
